"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"WBGene00022336",2043.7253402386,0.209583272698642,0.160031307605952,1.30963919394262,0.190317922790017,0.999943844934187
"WBGene00004486",1408.75269962389,0.25773795402827,0.169788675518427,1.51799260605162,0.129016262645249,0.999943844934187
"WBGene00004416",1673.43819997904,0.340708649805992,0.165074986374107,2.06396291339894,0.039021232848252,0.999943844934187
"WBGene00004471",1479.13581820829,0.0470959047351649,0.18220949437584,0.258471189421233,0.796043281172951,0.999943844934187
"WBGene00004415",1840.65637955246,0.291001087227587,0.159514663696753,1.82429051024925,0.0681081643259306,0.999943844934187
"WBGene00006725",3448.86502283003,0.348778545824927,0.153843486233131,2.26709985820521,0.0233841262462651,0.999943844934187
"WBGene00009119",1703.21030054016,0.421344598249414,0.169675752521431,2.48323400361048,0.0130195529559375,0.999943844934187
"WBGene00004435",1228.73082637231,0.343589179208728,0.194049103412956,1.77063007849893,0.0766222367487768,0.999943844934187
"WBGene00004424",3190.0286179093,0.380595913215672,0.158556906346632,2.40037423777446,0.0163783176164348,0.999943844934187
"WBGene00010960",599.555961166456,0.274366006562788,0.249211349519798,1.100937044366,0.270924057984102,0.999943844934187
"WBGene00004479",1763.64688397549,0.189072829865196,0.175572173281175,1.07689519547269,0.281527089770337,0.999943844934187
"WBGene00004417",1862.41516744251,0.29177243369263,0.172983439179433,1.68670732341019,0.0916596432145187,0.999943844934187
"WBGene00004443",1507.02277773621,0.415045211788863,0.188106214062495,2.20644072742313,0.0273531560508915,0.999943844934187
"WBGene00000696",362.995542606138,-0.740734328108727,1.26325953072218,-0.586367496222462,0.557628582102834,0.999943844934187
"WBGene00010964",1181.95825634777,-0.0489960568616094,0.230819477046049,-0.212270028026425,0.831896376785433,0.999943844934187
"WBGene00004482",1796.23388910512,0.308026728491861,0.179001082227827,1.72080930829129,0.0852854327699606,0.999943844934187
"WBGene00004470",1856.55061088912,0.304733557326169,0.174048244909738,1.75085682411911,0.0799705755604149,0.999943844934187
"WBGene00004499",1526.63606926659,0.30703702751936,0.169813679839078,1.80808182126623,0.0705937670358089,0.999943844934187
"WBGene00004440",2985.69517499299,0.254983519981761,0.152227074752399,1.67502082265259,0.0939301462593396,0.999943844934187
"WBGene00004495",1585.74447422216,0.374871935483813,0.170181917953836,2.2027718337591,0.0276108343303375,0.999943844934187
"WBGene00004448",1579.24308074984,0.353822641176015,0.184337238039287,1.91943117375235,0.0549297888732734,0.999943844934187
"WBGene00004410",1566.15962655532,0.274363770890726,0.173540757094507,1.58097599367573,0.11388352683613,0.999943844934187
"WBGene00004497",1643.09976352255,0.504539476755207,0.178371161566146,2.82859332374817,0.00467530675859498,0.999943844934187
"WBGene00004447",1519.66062282721,0.309415645211574,0.172568677481163,1.79300003759575,0.0729729180608749,0.999943844934187
"WBGene00001167",1609.03354581091,0.190752762700113,0.167046740035262,1.14191251298796,0.253490386870352,0.999943844934187
"WBGene00004445",1439.14235514152,0.258922820471676,0.179620724363143,1.44149747413448,0.149444190408616,0.999943844934187
"WBGene00004475",1582.05463986671,0.382811849693868,0.176327125382865,2.17103210219447,0.0299287458101664,0.999943844934187
"WBGene00000703",411.297816470779,-0.538283934477334,1.30975935233914,-0.410979263874694,0.681087739784801,0.999943844934187
"WBGene00004442",1656.65751629357,0.474420465796683,0.186832326897389,2.53928468201995,0.0111079396097142,0.999943844934187
"WBGene00004498",1537.15375940058,0.478209652584913,0.17262268539999,2.77025960682304,0.00560116293406829,0.999943844934187
"WBGene00004432",1381.46383371102,0.32758875830779,0.174152258538098,1.88104800395756,0.0599653891069145,0.999943844934187
"WBGene00004490",1603.6219211153,0.466485751107573,0.183487903001879,2.54232428119687,0.0110117955223057,0.999943844934187
"WBGene00010556",1482.54480704983,0.273320844376981,0.177417640511035,1.54055055399061,0.123426209976653,0.999943844934187
"WBGene00004449",1410.37569160295,0.36750839997449,0.177461029707534,2.07092453244616,0.0383658491692718,0.999943844934187
"WBGene00006926",218.396002113716,-0.529441824645981,1.48052892811356,-0.357603161000425,0.720640312411817,0.999943844934187
"WBGene00004491",2279.81412183767,0.0201899518467476,0.16571084492026,0.121838446098461,0.903026965171786,0.999943844934187
"WBGene00004444",2608.19700900609,0.270935872225019,0.157146630717789,1.72409596685263,0.0846905200646198,0.999943844934187
"WBGene00000668",405.012230599114,-0.545620245290184,0.332031109258008,-1.64328049413648,0.100324912172342,0.999943844934187
"WBGene00000733",480.184678275494,-0.261151227701246,0.248911648527249,-1.04917238404236,0.294098786342462,0.999943844934187
"WBGene00004422",767.905557507625,0.0481305716367342,0.214533893748344,0.224349499259978,0.822485362833113,0.999943844934187
"WBGene00010962",813.047788136151,-0.302222096623864,0.269618824311011,-1.12092357570421,0.262320394652494,0.999943844934187
"WBGene00009069",279.037242186442,0.553893846736982,0.367460256625305,1.50735715427799,0.131719134883856,0.999943844934187
"WBGene00010963",545.021387081131,-0.278453848069881,0.643385451592472,-0.432794753721378,0.665163885030288,0.999943844934187
"WBGene00004439",857.931671357921,0.193824416050817,0.195439081282475,0.99173826841048,0.321325218036026,0.999943844934187
"WBGene00000229",1121.65296608481,0.158265437698395,0.195135520842467,0.811053964009776,0.417334681400726,0.999943844934187
"WBGene00000751",172.113456273761,-1.02494983167259,1.24794365059146,-0.821310987228324,0.411469150898963,0.999943844934187
"WBGene00003934",952.278694985065,-0.153163317463597,0.210873755223346,-0.726327073283131,0.467638286209211,0.999943844934187
"WBGene00000754",184.410669080716,-0.746176528189313,1.28802833335498,-0.579316858850239,0.562375392028676,0.999943844934187
"WBGene00003090",323.76739279999,-0.0104883589798474,0.278602534461915,-0.0376463157454913,0.969969679450439,0.999943844934187
"WBGene00000680",154.61374056803,-0.581395195742365,1.31393248888308,-0.442484831345165,0.65813840442199,0.999943844934187
"WBGene00011156",843.420618091038,0.0835373234726672,0.195948645745278,0.426322535452788,0.669872839082137,0.999943844934187
"WBGene00006929",103.378195808829,-0.345494601208459,1.87579405952,-0.184185784923995,0.853867710692775,0.999943844934187
"WBGene00000656",178.168043435175,-0.856486490742303,1.0793402863494,-0.793527770226348,0.427470396335051,0.999943844934187
"WBGene00018846",881.797057747327,0.225398187952647,0.194469716093054,1.15904004222845,0.246439863605985,0.999943844934187
"WBGene00010967",492.299342400095,-0.15732808080784,0.339329527055491,-0.463643945674411,0.642902863725249,0.999943844934187
"WBGene00004423",1488.59945993208,0.457263031265709,0.190139295129072,2.40488443462098,0.0161775807542211,0.999943844934187
"WBGene00000732",438.762145504052,-0.388830729150297,0.367727154627473,-1.05738921985297,0.290333989394488,0.999943844934187
"WBGene00006927",45.3171844900856,-0.480353337557743,1.01526704953596,-0.473130037833193,0.636120407739521,0.999943844934187
"WBGene00000883",851.601505845221,0.137987841306456,0.195774080093475,0.704832024957399,0.480914776266998,0.999943844934187
"WBGene00002005",797.715208292459,-0.114869413654305,0.241109418249356,-0.476420267977698,0.633774998059851,0.999943844934187
"WBGene00002045",896.959149856281,0.16518406094193,0.197114907969702,0.838008969708775,0.402025665866816,0.999943844934187
"WBGene00019322",1890.94388898776,0.0809719966438606,0.219279828275399,0.369263316560819,0.711931465518035,0.999943844934187
"WBGene00008707",297.198185419843,-0.222595967099429,0.30744532915983,-0.724018048046874,0.469054654962685,0.999943844934187
"WBGene00000712",254.889169926782,-0.831913569391828,1.32372172738194,-0.628465599818467,0.529698975016038,0.999943844934187
"WBGene00000915",717.619664414756,-0.138391470620599,0.214883276569472,-0.644030902869526,0.519555395006058,0.999943844934187
"WBGene00008920",945.230075576731,0.168453940618919,0.189199319885707,0.890351723889287,0.373277055803062,0.999943844934187
"WBGene00009394",763.817872858204,0.181739190345972,0.20204188805249,0.899512433276986,0.368379776246955,0.999943844934187
"WBGene00006928",65.5580890377267,0.121785014169311,1.86284732084875,0.0653757357386776,0.947874842817427,0.999943844934187
"WBGene00015913",1253.35628005205,0.160139576620906,0.178137159795351,0.89896783357767,0.368669794326509,0.999943844934187
"WBGene00019540",304.331390605383,0.13643859296563,0.31659789147765,0.430952310922961,0.666503046242992,0.999943844934187
"WBGene00003091",285.519003298201,0.0398943887362794,0.299061907288192,0.133398429435665,0.8938782874369,0.999943844934187
"WBGene00000713",164.976263162882,-0.779500729157039,1.3064433895606,-0.596658634722176,0.550735315294358,0.999943844934187
"WBGene00004419",1906.09204148205,0.588596138625802,0.201912861659342,2.9150997801163,0.00355574839595968,0.999943844934187
"WBGene00018297",1029.38057625641,-0.257965577110952,0.194603659407398,-1.32559468766673,0.184973986800597,0.999943844934187
"WBGene00000609",111.761754355004,-1.6135923965731,0.652703517272873,-2.47216746021995,0.0134296591511554,0.999943844934187
"WBGene00000067",723.981901397567,-0.00766060646659351,0.2162818353401,-0.0354195554820743,0.971745191474878,0.999943844934187
"WBGene00004567",265.370030017574,0.347687654713407,0.323259587260652,1.07556795966907,0.282120523275923,0.999943844934187
"WBGene00018519",674.22772060154,-0.111015119268509,0.2526855547033,-0.439340980131856,0.66041448466046,0.999943844934187
"WBGene00002978",691.431541753778,-0.25212186398055,0.239185025684651,-1.05408715808554,0.291843015061579,0.999943844934187
"WBGene00000698",170.515366300492,-1.20037436925366,1.26450995006415,-0.949280287745281,0.342478076465618,0.999943844934187
"WBGene00001385",800.14796287543,0.228356894363608,0.216872963308612,1.05295234076114,0.292362835630017,0.999943844934187
"WBGene00003902",815.317499774586,0.0554985848930088,0.201142700056432,0.27591647560383,0.78261221923802,0.999943844934187
"WBGene00000757",165.663318609651,-0.682694013819474,1.36604838655031,-0.499758295929389,0.61724527897991,0.999943844934187
"WBGene00010965",415.338867361636,-0.212239141741641,0.260622743101495,-0.814353878774841,0.415442252189448,0.999943844934187
"WBGene00000219",674.295480574865,-0.203826929044326,0.267258541462352,-0.76265824070225,0.445667241123706,0.999943844934187
"WBGene00017121",625.344609436416,0.141094342148926,0.224945902541071,0.627236773620116,0.530504041397407,0.999943844934187
"WBGene00000601",480.520367732404,-0.331360019467408,0.331276734978387,-1.00025140458181,0.317188858058879,0.999943844934187
"WBGene00000064",384.040334890339,-0.250871512551007,0.263248250268316,-0.952984539480534,0.340597904137966,0.999943844934187
"WBGene00004990",452.415343516929,0.178805468887797,0.249822026351136,0.715731400867265,0.474157217670387,0.999943844934187
"WBGene00000693",73.5310277321946,-1.79751919802694,0.770707614265004,-2.33229718346713,0.0196850626022522,0.999943844934187
"WBGene00006789",600.671873137693,0.0689708179835774,0.228450298604585,0.301907322533012,0.762722713508796,0.999943844934187
"WBGene00000216",832.589450068806,0.212460296767798,0.197457097850518,1.07598206942471,0.281935275592967,0.999943844934187
"WBGene00022042",657.21337946378,0.233161559763748,0.214066551878405,1.08920126809998,0.276065139858024,0.999943844934187
"WBGene00000256",762.999788770107,-0.423091131167644,0.284884310955937,-1.4851331396522,0.13750855893346,0.999943844934187
"WBGene00003371",584.502813751464,-0.0700003423018964,0.261835745911706,-0.267344483688264,0.789203939708699,0.999943844934187
"WBGene00010966",135.644907800603,0.201062329760171,0.406685963427912,0.494392105558397,0.621029288227379,0.999943844934187
"WBGene00006911",544.722473282609,-0.125200195109858,0.27089102459019,-0.462179192903358,0.643952823115943,0.999943844934187
"WBGene00019537",637.074902027822,-0.161765177391369,0.23735030106465,-0.681546122611853,0.495525992843226,0.999943844934187
"WBGene00004622",707.015253786915,1.37054304642877,0.630497046548946,2.1737501451125,0.0297239045005249,0.999943844934187
"WBGene00008505",566.126892409102,-0.0521654856292199,0.261454241469162,-0.199520517762848,0.841855595139852,0.999943844934187
"WBGene00011273",615.64620163701,0.156224319722832,0.219726288657669,0.710995123420246,0.477087257729133,0.999943844934187
"WBGene00000657",164.177754056096,-0.825911691474886,1.41645478302439,-0.583083696968719,0.559836958097052,0.999943844934187
"WBGene00006925",37.3751713007522,-0.565254988551395,0.917655297247226,-0.615977470240778,0.53790938948068,0.999943844934187
"WBGene00000473",138.666129309536,-0.937174110860542,0.465516374137305,-2.01319258124339,0.0440943734073444,0.999943844934187
"WBGene00003920",428.054218587703,0.0619457936436078,0.248258991926476,0.249520845802651,0.802957918116815,0.999943844934187
"WBGene00007385",592.024451157331,0.0993074992045316,0.230849648760535,0.430182587401487,0.667062827363144,0.999943844934187
"WBGene00015514",505.89947617126,0.207250075866129,0.238475164157715,0.869063563067996,0.384812365004597,0.999943844934187
"WBGene00003963",873.679267343373,-0.177033372910389,0.25133128387662,-0.704382559066129,0.481194564468766,0.999943844934187
"WBGene00017691",562.24232521133,-0.0498051401127386,0.230353570203525,-0.21621171344874,0.828822723472388,0.999943844934187
"WBGene00014095",465.775406524863,-0.227331498743512,0.323734009608501,-0.702216918816869,0.4825438960328,0.999943844934187
"WBGene00000667",270.572828632336,-0.437265192168812,0.336246508999409,-1.30043042965713,0.193453486193667,0.999943844934187
"WBGene00010419",735.505184618907,0.13190942805134,0.224253314063251,0.588216181340957,0.556387197537371,0.999943844934187
"WBGene00001423",474.032813877702,0.0280880054301153,0.241537140192874,0.116288556731633,0.907423854487211,0.999943844934187
"WBGene00000776",360.048455728374,-0.362102556483299,0.273727402223965,-1.32285826534468,0.185882516543923,0.999943844934187
"WBGene00022497",194.315452027464,0.0300019893794122,0.37797421125957,0.0793757576196346,0.936733750407158,0.999943844934187
"WBGene00012553",525.764847837029,0.202094075244207,0.231999382356915,0.871097470998002,0.383700934883391,0.999943844934187
"WBGene00000779",394.451654119742,-0.18715965726491,0.263820840686187,-0.709419531747817,0.478064170648824,0.999943844934187
"WBGene00000230",496.681581729243,0.0690530436450673,0.247584593440145,0.278906868499316,0.780316297325907,0.999943844934187
"WBGene00013311",344.963343909191,-0.432801775470832,0.313906324849579,-1.37876092709577,0.167968477392575,0.999943844934187
"WBGene00001169",595.002127008673,-0.00410823985931171,0.27368009996535,-0.0150111018661271,0.988023323372504,0.999943844934187
"WBGene00005002",329.386111460125,0.409239287118141,0.29253255635053,1.39895296517959,0.161827088063618,0.999943844934187
"WBGene00003964",573.418147491573,0.0254299337616937,0.239036114994259,0.106385320738268,0.915276639333569,0.999943844934187
"WBGene00000479",277.171319499496,-0.475205492564214,0.313464467000298,-1.51597881926363,0.12952470825303,0.999943844934187
"WBGene00012768",361.993762824631,0.0942001879250208,0.278978108279798,0.337661576766245,0.735618233059177,0.999943844934187
"WBGene00000602",307.933719677451,-0.409316475068617,0.319121291894567,-1.28263605552164,0.199619612109103,0.999943844934187
"WBGene00010896",367.542095144589,0.0639373762799122,0.272860897244177,0.234322238641238,0.814734822513565,0.999943844934187
"WBGene00006764",401.241981534106,-0.129100428666462,0.256617872407164,-0.503084323221352,0.614904988112773,0.999943844934187
"WBGene00000707",252.38411862956,-0.431667341316949,0.39744352830796,-1.08610987617459,0.277430383423815,0.999943844934187
"WBGene00002065",682.444001407039,0.220041061472326,0.245158992628252,0.897544320578876,0.369428534718458,0.999943844934187
"WBGene00012179",365.763769989268,0.290145504088027,0.268060532285159,1.08238800249555,0.279080157056393,0.999943844934187
"WBGene00001303",342.245433020453,-0.129559207180913,0.283880008662731,-0.456387217230357,0.648111556147483,0.999943844934187
"WBGene00017075",343.783341554979,-0.0519281408467945,0.278273549097153,-0.186608252977235,0.85196779547851,0.999943844934187
"WBGene00007458",87.9448443340469,-0.71277877817662,0.640170358955477,-1.11342046410836,0.265527890048668,0.999943844934187
"WBGene00000669",306.411097504728,-0.213522715303269,0.298145198905921,-0.716170228757048,0.473886243597466,0.999943844934187
"WBGene00002269",313.108220690657,-0.302441914083509,0.290437630421426,-1.04133170913378,0.297721625006604,0.999943844934187
"WBGene00014472",152.304244230681,0.511704373653795,0.389202768345197,1.31475008728598,0.188593907127661,0.999943844934187
"WBGene00009454",481.327938754969,0.389362369741417,0.255260751915126,1.52535149575552,0.127171449923989,0.999943844934187
"WBGene00000608",115.801136995698,-1.30389649152752,1.32914459423019,-0.981004246782273,0.326590647317199,0.999943844934187
"WBGene00000716",37.0469670081596,-0.887550018421119,1.12648705207733,-0.787891895236973,0.430759942280056,0.999943844934187
"WBGene00022089",408.240281356486,-0.0284671302230907,0.270262411393051,-0.105331444636931,0.91611281253827,0.999943844934187
"WBGene00022170",488.291327148366,0.326661152920425,0.242982148246906,1.34438334370346,0.178824457135663,0.999943844934187
"WBGene00014454",236.130730134038,0.627537084347066,0.352020595748531,1.78267150253718,0.0746397928649141,0.999943844934187
"WBGene00008262",387.54758184208,0.0871224500050873,0.260652080350324,0.33424805160961,0.738192387031404,0.999943844934187
"WBGene00011561",297.809786484254,0.189828889480167,0.286852523376239,0.661764753699534,0.508121998031935,0.999943844934187
"WBGene00003429",161.283499187356,-0.134765775415335,0.49041301305124,-0.274800569782708,0.783469460322457,0.999943844934187
"WBGene00009688",446.115404536328,0.350927279068773,0.25108522720286,1.39764207945714,0.162220575463624,0.999943844934187
"WBGene00016655",314.425285218312,0.0967726006810198,0.284959300516011,0.339601481705569,0.734156662148114,0.999943844934187
"WBGene00017925",458.71925759112,0.307227450699482,0.243119010075192,1.26369159945355,0.206340741467592,0.999943844934187
"WBGene00000063",847.160977612091,0.0368004111621681,0.200459870289007,0.183579941008204,0.854343000418567,0.999943844934187
"WBGene00009982",502.885546717976,-0.0708633424898469,0.234817083465866,-0.301781035024856,0.762818989099085,0.999943844934187
"WBGene00014309",477.953475007629,0.116019578518088,0.238453495451071,0.486550127095515,0.626577173931217,0.999943844934187
"WBGene00010204",364.192188714562,0.011657641126205,0.28203349110355,0.0413342439601433,0.967029433656113,0.999943844934187
"WBGene00006519",358.179649029993,-0.0531946902014541,0.275739746682195,-0.192916294591232,0.847024523504289,0.999943844934187
"WBGene00000691",896.495616968961,0.262661969199538,0.251398274805714,1.04480418333232,0.296113481058483,0.999943844934187
"WBGene00006529",355.566617063285,-0.11886252474539,0.275172471862301,-0.431956452405858,0.665773063874589,0.999943844934187
"WBGene00006434",374.064061696818,0.0491398352387363,0.269538267249636,0.182311163977414,0.855338537918814,0.999943844934187
"WBGene00020275",417.67593143942,0.281129222056148,0.258064808117448,1.08937450288923,0.275988770431742,0.999943844934187
"WBGene00004999",447.610685594293,0.582953725114443,0.282658362801699,2.06239687846568,0.0391699662602574,0.999943844934187
"WBGene00012354",427.72105674225,0.236082141092606,0.250120126738673,0.94387502585614,0.345233515512658,0.999943844934187
"WBGene00019061",369.793269069143,0.113247164067508,0.271163905130191,0.417633622783,0.676215009958111,0.999943844934187
"WBGene00004438",546.49823178058,0.273358717696189,0.231650871066815,1.18004614632916,0.237981861804168,0.999943844934187
"WBGene00000594",689.303797327947,0.188421127686649,0.260354187607043,0.723710762705442,0.469243324229969,0.999943844934187
"WBGene00017982",242.181820079337,0.301235125259337,0.318071769605501,0.947066524114836,0.343604881573562,0.999943844934187
"WBGene00000218",415.818230105077,0.206189688467466,0.253850097764552,0.812249789475001,0.416648315248941,0.999943844934187
"WBGene00009161",419.983941628542,0.385234644144832,0.253124597013552,1.52191706649594,0.128029862311325,0.999943844934187
"WBGene00000215",422.719462574479,-0.256045819617522,0.279573042847142,-0.915845880596994,0.359747735470495,0.999943844934187
"WBGene00001244",208.499380563219,-0.0971409360538947,0.337566415684076,-0.287768366580661,0.773524053350589,0.999943844934187
"WBGene00006754",371.463188127763,-0.327681671675203,0.279265587443768,-1.17336931726751,0.240647735919975,0.999943844934187
"WBGene00000371",375.309628131938,0.279637971329949,0.26350647206213,1.06121860742766,0.288590565004346,0.999943844934187
"WBGene00003452",153.790332216418,-0.329984094209953,0.568626399609854,-0.580317928320531,0.56170023946035,0.999943844934187
"WBGene00020662",487.237694398884,0.170725712214282,0.245679806210799,0.694911457508214,0.487110791929266,0.999943844934187
"WBGene00014307",202.969529517802,0.0480653231604596,0.339022321060721,0.141776278948461,0.887256721433592,0.999943844934187
"WBGene00016658",81.0634306666919,-1.09851469511162,0.729452201427998,-1.50594472531735,0.132081363806203,0.999943844934187
"WBGene00011155",283.556431804185,-0.105781995583952,0.307041234289774,-0.344520487056533,0.730454891553626,0.999943844934187
"WBGene00022645",428.916614924314,0.125339539713142,0.250687151682116,0.499983899741613,0.617086414183065,0.999943844934187
"WBGene00017506",229.777343823873,0.147259790662538,0.323535789238767,0.4551576535289,0.648995823111198,0.999943844934187
"WBGene00010266",299.330994300466,-0.0632801151997855,0.303466212366271,-0.208524417615919,0.834819519150686,0.999943844934187
"WBGene00003432",144.700822215189,-0.211014713143077,0.558913219457378,-0.377544680993484,0.705768866195609,0.999943844934187
"WBGene00015248",306.584773435329,-0.0145620013983766,0.29345165092842,-0.0496231708095879,0.960422681740268,0.999943844934187
"WBGene00019760",243.328604801231,-0.115606934122643,0.317941066634221,-0.363611204260206,0.716148358918367,0.999943844934187
"WBGene00000616",345.304912056447,0.148826209466016,0.272544347182228,0.546062360143206,0.585023072023704,0.999943844934187
"WBGene00019017",311.210120586189,-0.264922697652192,0.306583421021141,-0.864112928121851,0.387525857746349,0.999943844934187
"WBGene00002007",462.947096964146,-0.0743664421307499,0.282398460993114,-0.263338694797501,0.792289537721638,0.999943844934187
"WBGene00004875",416.845867902365,-0.185750609509985,0.262777654674944,-0.706873686576427,0.479644977510256,0.999943844934187
"WBGene00002264",254.651952342935,-0.123647912224392,0.32470584493113,-0.380799773563107,0.703351827298232,0.999943844934187
"WBGene00002254",198.482186348074,0.18379636628052,0.342295045182499,0.53695304348483,0.591300049722916,0.999943844934187
"WBGene00003467",149.570488099832,-0.442511268995559,0.536442548822149,-0.824899646695005,0.409428566946599,0.999943844934187
"WBGene00002083",301.705692425304,-0.00965872980969824,0.290497347772453,-0.0332489431788684,0.973476068664552,0.999943844934187
"WBGene00011884",301.712799726357,0.117625040190712,0.297094595877934,0.395917804708371,0.692165665808975,0.999943844934187
"WBGene00011059",699.347412939645,0.177679554841246,0.22156290167797,0.801937298598365,0.422589229139751,0.999943844934187
"WBGene00023069",57.9155203824121,0.591129465151213,0.635659700269059,0.929946424008007,0.352398824745783,0.999943844934187
"WBGene00003435",121.68181356215,-0.255257204450644,0.530776466799278,-0.480912814371579,0.630578464894009,0.999943844934187
"WBGene00001137",337.241633528607,-0.0134410782769137,0.291830800976312,-0.0460577781095998,0.96326419845891,0.999943844934187
"WBGene00022122",219.058506043893,-0.46640134587284,0.364513307247128,-1.27951802197618,0.200714697394782,0.999943844934187
"WBGene00013463",312.964864812585,-0.0443251658182985,0.289261452230959,-0.153235647115909,0.878212447288383,0.999943844934187
